Ackerhagen,6,
Adalbert-Stifter-Straße,10,
Adelstraße,2,
Ahler Grenzweg,5,
Ahler Grenzweg,5,
Ahler Heide,5,
Ahler Straße,5,Von Osnabrücker Str. bis Boschstr.
Ahler Straße,1,Von Boschstr. bis Rödinghauser Str.
Ahornstraße,13,
Akazienstraße,13,
Aktienstraße,9,
Albert-Schweitzer-Straße,4,
Albert-Schweitzer-Straße,4,
Alex-Weiss-Straße,16,
Allensteiner Straße,14,
Alte Borriesstraße,16,
Alte Breite,14,
Alte Heide,3,
Alte Heide,3,
Alte Kreisstraße,5,
Altenhüffer Mühlenweg,10,Gewinghauser Bach bis Habighorster Weg
Altenhüffer Mühlenweg,2,Habighorster Weg bis Gewinghauser Bach
Alter Garten,13,
Alter Postweg,4,
Altemeierweg,3,
Am Autohof,12,ehemals Am Tankhof
Am Bauhof,6,
Am Brendel,10,
Am Brunnen,8,
Am Bulskamp,2,
Am Böseberg,4,
Am Eselsbach,14,
Am Fichtenkamp,13,
Am Flachhof,1,
Am Gewinghauser Bach,6,
Am Goldsiek,2,
Am Hagsbrink,2,
Am Hofacker,6,
Am Hückerholz,2,
Am Jägerkrug,14,
Am Kalkofen,4,
Am Karrenbruch,5,
Am Kindergarten,4,
Am Kreuzstein,13,
Am Krähenbusch,4,
Am Markt,9,
Am Meyerwege,4,
Am Müllerkamp,4,
Am Ohrhagen,2,
Am Ostbach,10,
Am Röbekamp,2,
Am Schnellweg,1,
Am Sonnenhof,16,
Am Sportplatz,5,Heuerlingstraße bis Schluchtweg
Am Sportplatz,1, Schluchtweg bis Mühlenfeldstraße
Am Steinacker,5,
Am Steinring,16,
Am Strangbach,3,
Am Sunderbach,12,
Am Sunderkamp,12,
Am Tannenbusch,13,
Am Wickenkamp,6,
Am Wickenkamp,6,
Am Wiedholz,5,
Amselweg,14,
Amtshausplatz,16,
Amtshausstraße,16,
An den Büschen,1,
An den Höfen,3,
An den Kämpen,3,
An den Toppenwiesen,2,
An der Billerke,2,
An der Darmühle,1,
An der Eichfeldstraße,14,
An der Friedhofstraße,15,
An der Hochstraße,13,
An der Schwartemeierstraße,11,
An der Talstraße,16,
An der Waldstraße,15,
Anglerweg,5,
Annastraße,2,
Annette-Kolb-Straße,2,
Apfelstraße,4,
Arndtstraße,6,
Arthur-Bloch-Straße,4,
Asternstraße,16,
Auf dem Brinke,2,
Auf dem Garrel,6,
Auf dem Heidkamp,2,
Auf dem Hofe,14,
Auf dem Lehmstich,1,
Auf dem Schilde,1,
Auf der Hags,2,
Auf der Heide,14,
Auf der Holland,1,
Auf der Kreuzbreite,6,
Auf'm Rott,9,
Auf'm Tie,9,
August-Bebel-Straße,3,von Engerstr. bis Weseler Str.
August-Bebel-Straße,2,von Engerstr. bis Ortsgrenze
Augustastraße,2,
Bachstraße,9,
Bahnhofstraße,9,von der Else bis zum Museumsplatz
Bahnhofstraße,8,von der Bahn bis zur Else
Bahnstraße,12,Trunerstr. bis Wollfeldstr.
Bahnstraße,13,von Wollfeldstr. bis Hauptstr.
Barlachstraße,13,
Barrenbruchweg,4,
Bassumer Straße,12,
Baukamp,10,
Beethovenstraße,11,
Behringstraße,8,
Benksunderstraße,16,
Bergengruenstraße,6,
Bergstraße,13,
Bertramstraße,2,
Billerkeweg,2,
Bindingstraße,6,
Birkenstraße,13,
Bismarckstraße,9,von der Else bis zur Eschstr.
Bismarckstraße,8,von der Else bis zur Wasserbreite
Blankener Straße,8,von Teichstr. bis Bahnhofstr.
Blankener Straße,12,von Teichstraße bis Livisionstraße
Blankensteinstraße,12,
Blumenstraße,8,
Bodelschwinghstraße,10,
Bogenstraße,2,
Bohnenstraße,11,
Borrenkampstraße,12,nördlich Osnabücker Straße (Nr 5) 
Borrenkampstraße,2,südlich Osnabrücker Straße
Borrenkampstraße,2,
Borrenkampstraße,12,nördlich Osnabücker Straße
Borriesstraße,16,von Hauptstr. bis Ackerhagen
Borriesstraße,6,von Ackerhagen bis Dünner Str.
Borsigstraße,13,
Boschstraße,1,
Boschstraße,1,
Brahmsstraße,10,
Brandastraße,2,
Brandhofstraße,1,
Brauksbrink,2,
Braunsberger Straße,14,
Brechtstraße,6,
Breedestraße,13,
Breite Straße,16,
Bremer Straße,10,
Brendel,10, Wiehenstr. bis Gewinghauser Bach 
Brendel,2,Gewinghauser Bach bis Habighorster Weg
Brendelgasse,10,
Brennweg,10,
Breslauer Straße,6,
Brinkstraße,16,
Brockfeldweg,4,
Brucknerstraße,2,
Brunestraße,5,
Brunnenallee,15,Holtkampstraße bis Minderner Straße
Brunnenallee,8,Südlenger Str. bis Holtkampstr.
Brüderstraße,8,
Buchenstraße,15,
Budweg,6,
Bukower Straße,12,wurde umbenannt in Carl-Zeiss Str.
Buntemühlenweg,10,
Bunzlauer Straße,14,
Burgastraße,2,
Burgstraße,16,
Buschstraße,16,
Bustedter Kämpe,11,
Bustedter Straße,11,
Bustedter Straße,11,
Bäckerstraße,14,
Bäderstraße,14,
Bösebergweg,4,
Büchnerstraße,6,
Bültstraße,12,Hoch- bis Hansastr.  
Bültstraße,13,Hansastr. bis Rödingh.-str.
Büssingstraße,5,
Carl-Diem-Straße,10,
Carl-Severing-Straße,3,
Carl-Zeiss-Straße,5,ehemals Bukower Str. 
Claudiusstraße,6,
Cranachstraße,2,
Dahlienstraße,16,
Daimlerstraße,5,
Dammstraße,5,
Dehmelstraße,6,
Dellereistraße,9,
Deltaweg,10,
Diegerkamp,2,
Dieselstraße,5,
Dillenbreede,4,
Dinkelstraße,6,
Dobergstraße,11,von Bustedter Str. bis Weseler Str.
Dobergstraße,13,von Herforder  Str. bis Bustedter Str.
Dobergstraße,11,
Domagkstraße,4,
Dorfstraße,2,
Drosselweg,14,
Droste-Hülshoff-Straße,2,
Droste-Hülshoff-Straße,2,
Dustholzstraße,12,
Düllerstraße,15,
Dünner Kirchweg,6,
Dünner Straße,6,
Dünner Straße,6,
Dürerstraße,2,
Dürerstraße,2,
Düsternkamp,10,
Eibenweg,15,
Eichendorffstraße,6,
Eichfeldstraße,14,
Eichholzstraße,3,
Eifelweg,1,
Einsteinstraße,4,
Ella-Ruben-Straße,1,
Ellernkamp,4,
Ellersiekstraße,12,
Elsa-Brandström-Straße,3,
Else-Hanauer-Straße,13,
Elsedamm,8,
Elsemühlenweg,15,gerade HNr. 30 bis 106
Elsemühlenweg,8,gerade Hausnummern 2 bis 18
Elsemühlenweg,4,ungerade HNr. und HNr. Größer 108
Elsestraße,9,
Elysiumstraße,9,
Emil-Fischer-Weg,4,
Enge Straße,6,
Engelmannstraße,1,
Engelstraße,8,
Engerstraße,3,
Engerstraße,3,
Engerstraße,3,
Erich-Martens-Straße,4,
Erlenstraße,13,
Ernst-Reuter-Straße,8,von Levisonstr. bis Lettow-Vorbeck Str.
Ernst-Reuter-Straße,12,Sachsenstr. bis Levisonstr.
Eschstraße,9,Fußgängerzone
Eschstraße,8,Bismarckstr. bis Goetheplatz
Eskerheide,5,
Espenstraße,6,
Fahrenkampstraße,15,von Haßkampstr. bis Südring
Fahrenkampstraße,11,von Südring bis Weseler Str.
Fahreschweg,10,
Falkenweg,14,
Fasanenstraße,14,
Feldstraße,15,
Fichtestraße,1,
Finkenweg,14,
Fischerstraße,14,
Fiskusweg,1,
Flachhofstraße,1,
Flachskamp,10,
Fliederstraße,16,
Florastraße,5,
Fontanestraße,6,
Frankenstraße,1,
Franz-Kessing-Straße,14,
Franz-Werfel-Straße,6,
Franziska-Spiegel-Straße,3,
Freiastraße,2,
Friedenstraße,15,
Friedhofstraße,15,
Friedrich-Ebert-Straße,3,
Friedrich-Ebert-Straße,3,
Friedrich-Fröbel-Straße,3,
Friedrich-Langewiesche-Weg,15,
Friedrich-List-Straße,5,
Friedrich-List-Straße,5,
Friedrich-Naumann-Straße,3,
Friedrich-Wilhelm-Weber-Straße,10,
Friedrichstraße,15,Holtkampstraße bis Herforder Straße
Friedrichstraße,8,Hindenburgstr. bis Holtkampstr.
Friggastraße,2,
Fritz-Erler-Straße,11,
Frühlingsweg,8,
Fuchskamp,10,
Fuchsstraße,14,
Föhrenstraße,13,
Försterweg,14,
Fünfhausenstraße,9,
Galileistraße,4,
Gartenweg,13,
Gasstraße,8,
Gatower Straße,12,
Gaußstraße,4,
Gebrüder-Grimm-Straße,1,
Gellertstraße,14,
Georg-Cantor-Straße,4,
Geranienstraße,16,
Gerhart-Hauptmann-Straße,6,Bahnlinie bis Raiffeisenstraße
Gerhart-Hauptmann-Straße,8,Wasserbreite bis Bismarkstraße
Gerhart-Hauptmann-Straße,6,Bahnlinie bis Raiffeisenstraße
Geroldstraße,2,
Gerstenfeld,6,
Geschwister-Scholl-Straße,4,
Geschwisterstraße,1,
Gewinghauser Straße,16,
Ginsterstraße,4,
Gladiolenstraße,16,
Glockenheide,11,
Glogauer Straße,14,
Goerdelerstraße,3,
Goetheplatz,8,
Grabbestraße,11,
Grabenstraße,14,
Grenzweg,2,
Grillparzerstraße,10,
Grimmestraße,10,
Grünberger Straße,14,
Grüner Weg,3,
Grünewaldstraße,3,
Guerickestraße,4,
Gustav-Heinemann-Straße,3,
Gutenbergstraße,4,
Gänsemarkt,16,
Gärtnerstraße,14,
Habighorster Weg,10,von Gewinghauser Bach bis Wiehenstr.
Habighorster Weg,16,von Holzhauser Str. bis Grenzweg
Habighorster Weg,2,von Grenzweg bis Gewinghauser Bach
Haferkamp,1,
Hagenweg,10,
Hainbuchenweg,1,
Hanffeld,6,
Hanffeld,6,
Hanffeld,6,
Hangbaumstraße,9,
Hans-Böckler-Straße,3,
Hans-Sachs-Straße,14,
Hansastraße,2,von Holzhauser Str. bis Ortsgrenze
Hartwig-Mildenberg-Straße,3,
Hasenbreede,12,
Hasenneststraße,5,von Ostkilverstr. bis Schluchtweg
Hasenneststraße,1,von Schluchtweg bis Mühlenfeldstr.
Hauptstraße,16,ohne Hausnr. 27a und 27 b
Hauptstraße,13,nur Hausnummern 27a und 27b
Haydnstraße,13,
Haßkampstraße,15,Strotweg bis Herforder Straße
Haßkampstraße,9,Klinkstr. bis Strotweg 
Hebbelstraße,10,
Heckenweg,6,
Hederkottenweg,4,
Hegelstraße,5,
Heggeweg,3,
Heggeweg,3,
Heidestraße,15,Herforder Str. bis Südring
Heidestraße,11,Südring bis Sandstraße
Heidkampstraße,15,
Heimstättenweg,4,
Heinestraße,10,
Heinrich-Fricke-Straße,8,
Heinrich-Lübke-Straße,3,
Heinrichstraße,3,
Heisenbergstraße,4,
Hellmannstraße,1,
Hengistweg,11,
Hengistweg,11,
Hengsthorst,10,
Henschelstraße,5,
Herbert-Voß-Straße,11,
Herderstraße,6,
Herderstraße,6,
Herderstraße,6,
Herforder Straße,15, Mindener Str. bis Marktstraße
Herforder Straße,13,Ortseingang bis Weseler Str. - gerade Hausnr.
Herforder Straße,4,Ortseingang bis Mindener Str. - ungerade Hausnr.
Hermann-Hesse-Straße,10,
Hermann-Rosenberg-Straße,4,
Hermannstraße,13,
Herzogweg,14,
Herzogweg,14,
Heuerlingsstraße,5,
Hiddenhauser Straße,4,
Hindenburgstraße,9,Kaiser-Wilhelm-Straße bis Hangbaumstraße
Hindenburgstraße,8,Kaiser-Wilhelm-Straße bis Südlenger Straße
Hirtenweg,10,
Hochstraße,13,Wollfeldstraße bis Hauptstraße
Hochstraße,12,Bültstr. bis Wollfeldstr. 
Hofmannsthalstraße,10,
Holbeinstraße,3,
Holser Straße,13,
Holtackerweg,13,
Holtkampstraße,15,
Holunderweg,15,
Holzhauser Straße,16,Toppenwiesen bis Hauptstraße
Holzhauser Straße,13,Hansastr. bis Toppenwiesen
Holzweg,8,
Holzweg,8,
Hopfenstraße,15,
Horsastraße,11,
Horstlandstraße,13,
Horstsiekstraße,13,
Horststraße,13,
Hubertusweg,14,
Huchzerstraße,12,
Humboldtstraße,11,
Händelstraße,11,
Hörsterbusch,10,Gewinghauser Bach bis Wiehenstr.
Hörsterbusch,2,Habighorster Weg bis Gewinghauser Bach
Hückerstraße,2,
Hüffener Heide,2,
Hüffer Weg,3,
Hüffer Weg,3,
Hügelstraße,13,
Im Borrenkamp,2,
Im Büschenfeld,10,
Im Darfeld,1,
Im Eilen,5,
Im Eilen,5,
Im Ellerbusch,14,
Im Elsetal,4,
Im Elsterbusch,2,
Im Fiskus,1,
Im Haferfeld,14,
Im Halloh,2,
Im Halloh,2,
Im Hofgarten,1,
Im Holser Bruch,5,
Im Kampe,3,
Im Krümpel,2,
Im Lohfelde,1,
Im Mühlenfeld,1,
Im Obrock,14,
Im Osteresch,2,
Im Piepenhagen,4,
Im Schierholz,5,
Im Schürbusch,2,
Im Siek,14,
Im Stenderbusch,2,
Im Strange,3,
Im Sundern,14,
Im Südbrock,14,
Im Twehlen,10,Hörsterbusch bis Zuschlagstr.
Im Twehlen,6,Zuschlagstr. bis Grenzweg
Im Uhlenbrock,5,
Im Vogelwinkel,2,
Im Vogelwinkel,2,
Im Wackensiek,2,
Im Weingarten,1,
Im Westerfeld,2,
Im Wiesengrund,5,
Im Winkel,5,
Imperialstraße,5,
In der Hucht,2,
In der Loh,1,
In der Loheide,14,
In der Lohge,14,
In der Orth,1,
In der Siedlung,5,
Inselweg,1,
Installstraße,16,
Jagdweg,10,
Jahnstraße,13,
Jakob-Wassermann-Straße,10,
Jakobstader Straße,11,
Jochen-Klepper-Straße,2,
Johann-Wölker-Straße,12,
Johannesweg,5,
Junkersstraße,5,
Junkersstraße,5,
Justus-von-Liebig-Straße,4,
Jägerstraße,1,
Kaiser-Wilhelm-Straße,9,
Kalversiek,2,von Bogenstraße bis Gewinghauser Bach
Kalversiek,10,von Gewinghauser Bach bis Wiehenstaße
Kameradschaft,11,
Kampstraße,16,
Kantstraße,3,
Kapellenweg,15,
Karl-Arnold-Straße,3,
Karl-Barth-Straße,2,
Karlstraße,16,
Karrenbruch,5,
Kastanienstraße,13,
Kempenstraße,13,
Keplerstraße,1,
Kiebitzweg,14,
Kiefernstraße,13,
Kieselstraße,12,
Kirchbrink,10,
Kirchlenger Straße,14,
Kirchnerstraße,5,
Kirchstraße,5,Ahler Grenzweg bis Schluchtweg
Kirchstraße,1,Schluchtweg bis Ahlerstaße
Kirschgarten,10,
Kladower Straße,12,
Klappmeiers Weg,10,
Kleffhagen,6,
Kleine Heide,5,
Kleine Liendlage,5,
Kleine Stiege,10,
Kleine Straße,14,
Kleine Wasserbreite,8,
Kleine Wilhelmstraße,12,
Kleiner Bruchweg,8,
Kleiststraße,3,
Klingerstraße,6,
Klinkstraße,9,
Klinkstraße,9,
Klockenstraße,15,
Kloppenburgstraße,12,
Klusstraße,6,
Klöcknerstraße,13,
Kneippstraße,4,
Knickweg,10,
Knoller Straße,14,
Knoller Teichstraße,14,
Koenigweg,4,
Kopernikusstraße,1,
Koppelstieg,12,
Koppelstraße,12,
Kronprinzstraße,8,
Krähenhorststraße,2,
Kurt-Schumacher-Straße,3,
Kurvenweg,14,
Kurweg,10,Landwehrstraße bis Siebensprüngen
Kurweg,14,Ortsgrenze bis Siebensprüngen
Kurze Straße,13,
Käthe-Kollwitz-Straße,2,
Käthe-Kollwitz-Straße,2,
Königsberger Straße,6,
Körnerstraße,11,
Kösliner Straße,14,
Kötterweg,10,
Ladestraße,5,
Lambertweg,11,
Lambertweg,11,
Landsberger Straße,14,
Landwehrstraße,10,
Lange Straße,6,Ackerhagen bis Gerhart - Hauptmann - Sraße
Lange Straße,16,Holzhauser Straße bis Ackerhagen
Lange Wand,13,
Langenkamp,13,
Langensiek,14,
Lehmfeld,1,
Lehmweg,11,
Lehmweg,11,
Leiblstraße,3,
Leibnizstraße,3,
Leidtbrink,10,Raiffeisenstr.bis Siebensprüngen
Leidtbrink,14,Siebensprüngen bis Bäderstr.
Leinfeld,6,
Lenastraße,2,
Lenger Heide,4,
Lenzstraße,6,
Lerchenweg,14,
Lessingstraße,10,
Lettow-Vorbeck-Straße,9,Else bis Klinkstraße
Lettow-Vorbeck-Straße,8,Blankener Sraße bis zur Else 
Levisonstraße,8,
Liebermannstraße,3,
Liebermannstraße,3,
Liebermannstraße,3,
Liegnitzer Straße,14,
Liendlage,5,
Lindenstraße,13,
Lohmanns Riege,10,
Lortzingstraße,11,
Ludwig-Beck-Straße,3,
Luisenstraße,15,Holtkampstraße bis Friedhofstraße
Luisenstraße,8,Hindenburgstraße bis Holtkampstraße
Lukasstraße,1,
Lutherstraße,2,
Lutterhausen,1,
Luttermannsiedlung,6,
Lönskamp,1,
Lönsweg,9,Südring bis Wittekindstraße
Lönsweg,11,Südring bis Autobahn
Lübbecker Straße,8,Am Brunnen bis Bahnlinie
Lübbecker Straße,6,Bahnlinie bis Dünner Straße
Lübbecker Straße,14,Dünner Straße bis Ortsgrenze
Lüningsweg,3,
Maisfeld,6,
Mariendorfer Straße,12,
Marktstraße,9,
Markusweg,10,
Maschbruchstraße,13,
Mathilde-Mayer-Straße,12,
Max-Planck-Straße,4,
Max-von-Laue-Straße,4,
Maybachstraße,5,
Meierteil,13,
Meisenweg,14,
Memelstraße,14,
Mendelstraße,2,
Menzelstraße,2,
Meyerhofstraße,14,
Meyerstraße,4,
Miele-Straße,6,
Mindener Straße,4,
Mindener Straße,4,
Mittelstraße,12,
Mohnweg,1,
Molkenkeller,1,
Moltkestraße,15,
Mozartstraße,11,
Muckumer Straße,2,
Museumsplatz,9,
Mörikestraße,6,
Mühlenbachstraße,5,
Mühlenbachstraße,5,
Mühleneck,1,
Mühlenfeld,1,
Mühlenfeldstraße,1,
Mühlenstraße,16,
Mühlenteichstraße,6,
Nelkenstraße,16,
Neue Straße,8,(früher Bezirk 12)
Neulandstraße,6,
Neumannstraße,3,
Neustadt,10,
Nicolaistraße,2,
Niederfeldstraße,12,Holser Straße bis Zum Waldhaus
Niederfeldstraße,13,Holzhauser Straße bis Holser Straße
Niedermanns Hof,3,
Nienburg,12,Else bis Sachsenstraße
Nienburg,2,Raffaelstraße bis Else 
Nienburger Straße,2,
Nobelstraße,5,
Nordheide,2,
Nordkampstraße,2,
Nordkampstraße,2,
Nordlandstraße,10,
Nordring,9,Bahnhofstraße bis Bismarkstraße
Nordring,8, Bismarckstraße bis Goetheplatz
Oberahler Weg,5,
Oberes Feld,12,
Oberweg,10,
Ortstraße,9,
Osnabrücker Straße,5,von Hansastraße bis Ortsgrenze 
Osnabrücker Straße,12,von Hansastraße bis Blankener Straße
Osterkamp,13,
Osterloh,10,
Ostkilverstraße,5,
Ostkilverstraße,5,
Ostlandstraße,11,
Otto-Hahn-Straße,4,
Otto-Spanier-Straße,5,
Ovelgönner Straße,15,
Overbergstraße,10,
Papendiekstraße,11,
Pappelstraße,13,
Parkstraße,12,
Parlerstraße,3,
Paul-Gerhardt-Straße,2,
Paul-Gerhardt-Straße,2,
Paul-Klee-Straße,5,
Paul-Schneider-Straße,4,
Penningstraße,15,
Pestalozzistraße,3,
Pestalozzistraße,3,
Philippstraße,9,
Platanenweg,11,
Plomplandweg,2,
Poggenkärken,1,
Pohlmann´s Weg,1,
Quellenweg,10,
Quernheimer Weg,14,
Rabattenweg,10,
Raffaelstraße,2,
Raffaelstraße,2,
Raiffeisenstraße,6,
Randringhauser Weg,14,
Rangstdorfer Straße,12,
Rapsfeld,6,
Ravensberger Straße,13,
Reinkenortstraße,14,
Rembrandtstraße,3,
Remmerskamp,1,
Richard-Moes-Straße,1,
Riegelstraße,10,
Rilkestraße,2,
Ringstraße,13,
Robert-Koch-Straße,6,
Robert-Schumann-Straße,3,
Roggenfeld,6,
Rolandstraße,14,
Roonstraße,16,
Roonstraße,16,
Rosenstraße,16,
Rotdornstraße,13,
Rubensstraße,3,
Rudolf-Kinau-Straße,10,
Rummelsburger Straße,2,
Rödinghauser Straße,1,
Röntgenstraße,4,
Rückertstraße,6,
Saarlandstraße,8,
Sachsenstraße,12,von Johann - Wölker - Straße bis Elsedamm
Sachsenstraße,2,von Engerstraße bis zur Else
Sandbreede,14,
Sandgrubenstraße,2,
Sandstraße,11,
Sankerweg,2,
Schierholzstraße,5,
Schillerstraße,15,
Schillingsort,2,
Schinkestraße,1,
Schlattheide,10,
Schlehenweg,6,
Schlingstraße,12,
Schlossergasse,6,
Schloßstraße,11,von Autobahn bis Südring
Schloßstraße,3,Karl - Severing - Straße bis zur Autobahn
Schluchtweg,1,
Schmiedestraße,5,
Schnellweg,1,von Ahler Straße bis Bahnlinie
Schnellweg,13,von Eisenbahnlinie bis Holser Straße
Schongauer Straße,2,
Schubertstraße,11,
Schulstraße,12,
Schwalbenweg,14,
Schwanenweg,14,
Schwartemeierstraße,11,
Schwarzenbrink,10,
Schweriner Straße,14,
Schäferholzweg,4,
Schäferweg,5,südlich Schluchtweg
Schäferweg,1,nördlich Schluchtweg
Schöneberger Straße,12,
Schützenstraße,12,
Schützenstraße,12,
Sedanstraße,8,
Semmelweg,14,
Seniwortstraße,1,
Senkfurche,4,
Siebensprüngen,10,
Siekgarten,6,
Siekgarten,6,
Siekstraße,6,
Sieler Weg,2,
Sielstraße,5,
Siemensstraße,5,
Sievekingstraße,3,
Simonweg,5,
Snatweg,11,
Snatweg,11,
Sonnenhügel,6,
Spandauer Straße,12,
Spenger Straße,5,
Sperberstraße,14,
Spradower Brink,14,
Spradower Schweiz,14,
Stadionstraße,12,
Starenweg,14,
Stauffenbergstraße,3,
Steglitzer Straße,12,
Steinbreede,16,
Steinbrink,2,
Steinkampstraße,4,
Steinmeisterstraße,8,
Steinring,16,
Steinsiek,16,
Steinstraße,13,
Stempeldiek,2,
Stettiner Straße,14,
Stiller Frieden,5,Im Holser Bruch bis Schluchtweg
Stiller Frieden,1,Schluchtweg bis Mühlenfeldstraße
Stolper Straße,14,
Stormstraße,10,
Stresemannstraße,3,
Stresemannstraße,3,
Strotweg,11,Horsastraße bis Südring
Strotweg,15,Herforder Straße bis Südring
Sunderbachstraße,12,
Sunderkampstraße,12,
Sunderweg,12,
Surensiekweg,2,An den Büschen bis Rilkestraße
Surensiekweg,1,Rödinghauser Straße bis An den Büschen 
Südfeldstraße,14,
Südholzstraße,2,
Südlenger Straße,8,von Am Brunnen bis Elsemühlenweg
Südlenger Straße,4,von Elsemühlenweg bis Ortsgrenze
Südring,11,
Südring,11,
Talstraße,16,
Tannenbuschstraße,13,
Tarkampstraße,11,
Taubenweg,14,
Tegeler Straße,12,
Teichstraße,8,
Theodor-Heuss-Straße,3,
Theodor-Rosenbaum-Straße,13,
Theodora-Löwenstein-Straße,14,
Thomas-Mann-Straße,10,
Tilsiter Weg,14,
Tonstraße,16,
Toppenwiesen,2,
Toppenwiesen,2,
Treptower Straße,12,
Triftenweg,4,
Trotzenburgweg,4,
Tulpenstraße,16,
Turnerstraße,12,
Uferstraße,5,
Uhlandstraße,11,
Uhlenbrockstraße,5,
Uhlendiekstraße,12,Park- bis Hansastraße
Uhlendiekstraße,5,Hansa- bis Nobelstraße
Ulmenstraße,13,
Untergönner Straße,11,
Urbanstraße,5,
Veilchenstraße,16,
Viktoriastraße,8,
Vinckestraße,12,
Virchowstraße,14,
Vom-Stein-Straße,11,
Von-Schütz-Straße,16,
Vor dem Brinke,2,
Vor dem Bruche,1,
Vor den Döhren,4,
Vor der Kirche,1,
Vorm Walde,5,
Voßbruchweg,2,
Wachtelweg,14,
Wagenfeldstraße,10,
Waldstraße,13,nördlich Autobahn
Waldstraße,15,südlich Autobahn
Wasserbreite,8,
Wasserbreite,8,
Wasserbreite,8,
Weberstraße,5,
Wedekindstraße,16,
Wehmstraße,9,
Wehrbreede,14,
Wehrkampsweg,3,
Weidemaschstraße,12,
Weingarten,1,
Weizenfeld,6,
Wellensieks Kamp,4,
Werfener Heide,2,
Werfer Straße,5,Autobahn bis Borrenkampstr.
Werfer Straße,2,Engerstr. bis Borrenkampstr.
Weseler Straße,11,Herforder Str. bis Autobahn
Weseler Straße,3,Autobahn bis Ortsgrenze
Weseler Straße,13,Herforder Str. bis Bustedter Str.
Westerkampweg,4,
Weststraße,12,
Wichernstraße,3,
Wickenkamp,6,
Wickenkamp,6,
Wickensteig,6,
Wickenweg,6,
Wickenweg,6,
Wiehensiedlung,10,
Wiehenstraße,10,
Wielandstraße,10,
Wiesenstraße,15,Strotweg bis Heidestraße
Wiesenstraße,9,Winkelstr. bis Strotweg
Wilhelm-Raabe-Straße,5,
Wilhelmstraße,8,Bahnhofstraße bis Teichstraße
Wilhelmstraße,12,Teichstraße bis Hansastraße
Wincklerstraße,5,
Winkelstraße,9,
Wirtschaftsweg,4,
Wirtsheide,16,Ackerhagen bis Holzhauser Straße
Wirtsheide,6,Gerh. Hauptm. bis Ackerhagen
Wittekindstraße,9,
Wittemeierweg,2,
Wittholzstraße,2,
Wittkamp,11,
Wolfgang-Borchert-Straße,10,
Wollfeldstraße,12,
Ziegeleistraße,4,
Zillestraße,2,Werfer Str. bis Engerstr.
Zillestraße,3,Hüffer Weg bis Engerstr.
Zimmerstraße,6,
Zitternstraße,14,
Zum Anschuß,5,
Zum Elsekamp,14,
Zum Freibad,9,
Zum Kirschensiek,10,
Zum Sittern,2,
Zum Sittern,2,
Zum Stellwerk,8,
Zum Tierheim,5,
Zum Waldhaus,12,
Zur Wilhelmshöhe,13,
Zuschlagstraße,6,
Zypressenweg,1,